credit_limit,drawn_balance,ead_at_default,ccf
41444.33572873898,25641.33398915847,30532.45048750358,0.3095055343881108
85486.90425354845,40807.2979952251,56492.884719444344,0.35106815027711186
24160.009100668733,21636.420638487507,22492.991033765982,0.3394255474357775
6771.971427217536,5592.881268097098,6359.059551592879,0.6498046630016187
28857.005310177658,10789.153029969117,27849.792039518958,0.9442538462769038
30065.78201890168,16923.010723228894,23857.72559129205,0.5276447951541534
66529.73495796262,34352.6697395371,62825.71302356866,0.8848862719688642
56146.183081786556,35786.01202695906,46802.81769418152,0.5410959287893762
78605.92270153493,30184.248030784558,68161.40069989942,0.7843006861564695
66767.04049241137,20535.822447638737,36329.75121500256,0.3416290860445898
41232.29928256698,36110.05444757873,39391.15013788833,0.6405581529210782
81588.01808193744,72229.32777314002,77188.53155158574,0.5299036098869447
17530.319070862686,14319.193284179217,15832.121102876841,0.47115183870147104
3248.495240252187,3025.8880957576544,3115.5539234997404,0.4027985172968613
9914.738216788533,7269.910380735609,8826.113523246764,0.5883948744405209
72513.57570904859,54382.79929587994,56810.94089833646,0.133923751919026
46725.84579488735,34960.35156498075,42250.112184486854,0.6195881343408702
16965.906124326575,8627.442969254498,12760.191426442772,0.4956247188877277
50603.43273523299,24693.684007182863,42284.86169030942,0.6789404971759604
16078.898168603673,4891.077573739652,13195.140336590048,0.7422413232709982
69935.71713269586,45325.08057494713,68604.15904358155,0.9458950163280083
45169.47128182904,15625.119070272785,22211.723731380192,0.2229395525054383
38721.101383551766,12357.341872529725,23258.095252764742,0.41347492096784144
30849.696825639778,18450.19081360277,21119.605970620945,0.21528399231604878
63397.976718769954,28433.04349010444,46179.024029577544,0.5075365201877265
36819.44844478565,10531.397525145961,15447.585488293273,0.187012265693477
9677.342012293999,7680.399400240747,8398.371562838225,0.359535701358619
12682.584309931017,10545.371403628338,11956.105796656333,0.6600813558947326
96227.86879040193,23339.549148442085,51455.14253312703,0.3857352388255574
90949.4883800531,9675.295511555736,51482.32140790065,0.5143948456552402
70271.0062472642,27104.263075383707,37713.78968777644,0.2457801036818536
27321.126184492437,21252.672667313018,26167.11269968313,0.8098340077019018
96948.46135742466,78847.96900710465,86779.38497430338,0.43818785774954405
78096.33949261367,16992.178867519826,45002.64986989054,0.4584052986871006
71972.12872674057,54568.2255567048,65454.97145286514,0.6255347314793159
45486.78871223508,9022.238231023255,18794.566292866482,0.26799529770367997
27951.91462267074,12062.738247187222,15501.852390209828,0.21644382702737489
10542.705253196431,10003.109438156498,10314.001067237692,0.5761564867922241
90357.63725784032,23827.50770876832,58731.58817392046,0.5246356906521159
46121.85269352749,10648.108093793835,30573.408305886154,0.5616914830085888
21033.9731147278,9662.592515006923,18076.018901438532,0.73987730097066
31289.7057909146,19609.829564755142,30364.26701376357,0.9207663883390886
58342.7373252477,52098.06123655108,56768.89194550813,0.7479700536288248
18500.505510983938,17273.88450808835,18246.63246667431,0.7930305744722049
85804.81412514517,13659.658009053708,77633.52503843051,0.8867382160270616
76093.4334536858,16534.942512992264,59767.65765612014,0.7258866781258384
72226.83263914274,55768.30767061492,68607.22170755133,0.7800768332209068
43777.21093773527,14448.113787794064,29800.945638266123,0.5234675916542094
63103.57522954188,53771.92583730084,60330.778050869936,0.7028609775054953
58825.698922360825,39056.45621723127,52506.055504515025,0.6803295142809878
65334.81355392718,12744.736769332487,30178.872081228787,0.33150998016803257
9359.98779284902,7559.593131751229,8316.061035574226,0.4201678221827992
42164.93281489035,10537.139958829157,24080.250291558325,0.42820282763214534
5119.803212327355,2354.9614410064582,3425.4549285865296,0.3871807416554784
49905.09110520737,28413.822402195154,39426.88279858725,0.5124434740722638
33656.260020945745,17691.45436675807,28362.939793561312,0.6684381669252605
15307.894697738642,10458.942678844405,12521.138850207159,0.4252869822855084
11236.893804532612,7357.735178703271,9174.514339067915,0.4683436114902949
59176.81264559349,55817.682577597996,58517.34443652757,0.8036788705060641
17888.703885151725,16985.47859039298,17380.046836354057,0.4368436626505997
92586.89171930292,49903.45434278596,76391.5211060305,0.6205701412842963
58525.052830339104,10588.30713775083,30177.213682819245,0.4086407256489493
35340.11064894887,25397.76437744779,30305.042519368595,0.49357344915526796
59500.63365666026,55345.37516071332,57517.40564215134,0.5227184983934511
3257.5832319400524,1207.1868204246994,2535.69347418129,0.6479267356768116
95897.3621109031,47184.14441493249,71937.17658688343,0.5081379006092309
48748.04025734712,22475.79026233627,36161.5083410172,0.5209191478187013
78490.78749777834,11279.619193374692,62332.513614445954,0.7595894508164099
9190.269992321419,6170.574884033315,7945.243007784885,0.5876977840844494
49179.17475297787,19688.245289996386,34449.16332531912,0.5005240019257917
49579.99244109757,38144.084253196954,44818.587477381974,0.5836443520285305
93844.8190425233,75761.11610776784,89710.55651523809,0.7713818601089998
57601.077185231465,45968.31895537736,52377.611328462976,0.550969275424028
47875.450704638424,21743.406652502505,38330.99343921353,0.6347604019653881
27430.590646097466,10240.218850644456,22914.924451959054,0.7373142217125961
33825.33073691266,24912.27702836556,30229.953109483922,0.5966166316286211
52546.56784468224,41048.38140158214,49494.842322005905,0.7345907080409507
44452.234570199624,23007.091012164296,38390.17374300313,0.717322441288807
3139.595908152712,2697.1526453864494,3083.2560689314823,0.8726620021989276
82802.90049524143,18408.938875048025,44850.089800637266,0.4106153785279383
89719.91641213691,76011.47245800662,85985.1951074085,0.7275605227533379
14884.659810862466,2704.2591054834693,13049.389223620925,0.8493259268202016
55849.57821036589,12873.14312462154,37193.59790478212,0.5659020980134268
11748.99837240891,6506.172467261026,9800.741008531164,0.6283955639334182
67551.76921094136,10632.020793523847,54053.878178870335,0.7628610208695045
28842.144600061823,4178.824006324476,19063.744438211364,0.6035245892909713
66282.84083449827,6657.510344873719,35523.63932610266,0.4841252659597745
72972.46681440138,34360.4842060337,59442.45866907993,0.6495904320025945
77096.10169984805,58472.019471536056,71589.02442286395,0.7043034277086505
11666.35364963376,1512.1064026583927,5793.702862687558,0.4216557225652073
91685.17266862319,60000.51584912041,76297.53989328741,0.5143506567549669
23791.1850985932,19024.816722962743,22537.765783869956,0.737028442633234
4703.8430614417975,1142.0964881586299,3857.0145022555,0.7622434550682522
55930.39446975685,12575.064075559154,44019.76845664411,0.7252788548762447
37721.30610238144,31372.087076531123,33650.24097007798,0.35880852184678863
83149.1845701089,66490.73755640931,80182.66863183328,0.8219212189566041
81016.89573436588,45215.57012510911,67697.05310354753,0.6279511329777582
32396.750389448818,25798.17694621551,30656.310226257243,0.7362399345609527
95337.04011190475,17050.330404126173,51328.40732500128,0.43785307939016926
29800.865975871744,12972.59381673075,25356.437351137844,0.7358951303672778
51990.65579393974,37803.85754675989,45076.18022115733,0.5126119754218034
26340.543966192672,8398.265352311277,16783.571023554083,0.4673489834649736
93668.31343484737,69265.80482225615,75109.17842833567,0.23945790569517308
17296.173940619796,9141.924106942062,12552.222240181332,0.41822340531614005
5446.15131984057,4017.767917405452,4953.920416463799,0.6553930110517856
44074.60894030076,21815.948216950095,38119.942460086735,0.7324786718202131
99245.18084152786,40960.34094519547,61461.76560855334,0.3517454058349045
89276.04935923648,25560.700148878583,66762.685119442,0.6466571317773677
75112.19392623797,20815.27447109911,57149.98467654885,0.6691854817927592
89188.45659697396,65889.50537011836,78741.22287812854,0.551600687210187
89451.21733008846,17986.295810073763,65508.08547682148,0.6649666529534858
52366.97767825846,9063.938205462302,29086.79408740327,0.46238915618197496
32276.976131248506,8064.326966944686,28449.479571921227,0.8419216115777173
77429.23077898781,19283.326754306505,47733.08470678446,0.4892822362930643
66504.46505360835,53179.72882123292,62058.443472507795,0.6663332389051012
37992.1151584973,16668.3046167375,30451.388492144284,0.6463705841136826
10352.200138090011,9750.014610101449,10189.236022095241,0.7293788900256258
74932.17152355357,16232.524030524746,25457.574068450675,0.15715682175129747
26983.591076363602,17687.982804976295,25233.4426432695,0.8117230866449902
93744.50190284415,45130.48571072088,72531.62300903414,0.5636468542328119
24856.08692556279,10787.055793979973,14539.33702007372,0.2667050197700147
13153.035308737117,11098.814893908553,12447.021392269728,0.6563105344631144
83280.15454036571,77388.60818450902,81835.3540383192,0.7547671842367392
16175.147345824911,13618.343664333795,14797.752633931188,0.4612825685973537
18747.56250761617,4939.149901159581,12694.911061673687,0.5616692795584366
60338.89636056351,17358.187087842027,45079.109418233886,0.6449619561765927
87581.64204290898,57599.18769200649,63393.606232594706,0.19326031394137025
20447.03190574275,7068.969225179397,12551.393429110003,0.40980703520666567
31722.043617109382,22983.139610137692,27432.467034196052,0.5091402103179977
77963.07898587658,45332.221146146,57049.203723367544,0.3590767559581352
97210.81618003576,55242.22898984045,91956.4862727253,0.8748032693238247
50573.37743403189,40674.3916423298,48296.905576228244,0.7700297883332736
15245.852752573826,10732.361587044345,13727.529574587461,0.6636033787809021
2379.692483111953,291.7291197558707,1690.3262943915572,0.6698379862315472
23735.94696988667,3371.4602349917204,20719.40659729745,0.8518725066897797
14050.399560865582,8589.356079876094,11555.046489407137,0.5430629548830638
68088.20868767289,34947.176249940276,57612.71203595847,0.6839115778485051
13061.417958224582,4194.765246111166,9873.868239346619,0.6405013456179235
51126.66323044267,23306.48179073513,41239.00229237233,0.6445867558592643
69731.98112864576,51896.19794948743,64255.782959686854,0.692965645861965
58530.54431286934,46977.77154373996,51124.81430839469,0.3589651460761185
20777.789514345703,11989.607510367052,15708.592649169163,0.4231802592525308
80608.32809204402,34465.22392635593,58582.32945032453,0.5226589316004887
71825.30583196436,23708.976612988554,53295.43147702911,0.6148942644687958
74159.41638763863,40315.33545381403,53750.210837703606,0.39696381208161097
13974.717404174013,5136.2281670498705,10744.391115760594,0.6345160126636645
13251.626561384117,7679.064042194616,10183.439890399648,0.449411888979449
92828.69254964426,62673.711837090144,77380.30972128944,0.48770045732699313
40360.241188669126,6302.95107559107,34008.560105881545,0.8135001034521967
30793.920486313036,3107.332766708843,17805.959403927784,0.5308933981348378
49369.8204898018,13845.053651837963,29414.85472724976,0.4382801763746695
66623.55706359466,57318.56284682189,64780.13467691044,0.8018889271998308
95606.70244765002,62081.93963522386,74194.85774696092,0.36131256705706877
29358.176461323445,7226.993649172984,22685.953673412983,0.6985148582186363
92556.03450189068,79295.01012157531,88908.76614964537,0.7249633024082733
3461.089647239375,1728.6846583730223,2362.1458969622176,0.365654245202629
55964.60619035564,28244.105141082047,53840.61026767675,0.9233781554343675
63763.53605642742,57081.79670387738,61539.24044114343,0.6671082935261312
11483.842971324577,1729.049754261906,9568.515758365604,0.8036527099714669
14893.62010932735,4213.427967318283,7483.361292888026,0.30616802414142996
42492.31761231408,25406.39577839289,34017.211145595465,0.5039713660697702
96656.95930217499,25726.557790890707,72830.89866797006,0.6640924042927566
60008.21277020291,40661.44242597445,53163.202411239334,0.6461936417720707
93369.2989384209,26328.129812809548,74904.76359756578,0.7245791566334541
80631.7306456841,14859.091487789185,40638.30521861683,0.39194434130796585
47270.77855397386,13043.775053937292,42111.1739238465,0.8492533934464392
78691.58147596655,36144.92639309307,57406.12999107661,0.49971504355795804
2765.8416137217855,690.6792033517982,1735.0400564580389,0.5032670444912494
11805.255679807758,2532.088291394257,11364.876982372269,0.9525104337072867
83113.43287339089,69087.17696942332,76939.63365119437,0.5598398272164593
79884.89174419102,29744.150710254697,62418.063635907645,0.6516439975136895
24031.433454676935,9772.259458488752,15009.908189063344,0.3673178216336192
53546.18946930629,7870.210793249679,37949.95699966536,0.6585462879678484
60995.56624930108,24627.82478886634,44223.278444180425,0.5388141487046262
86906.1564238251,28251.983520674185,33176.17900963293,0.08395302917474462
60707.60857653384,37572.68609115696,44790.421607147975,0.31198442616581906
41844.58535809435,11489.75960208525,26858.38278054462,0.5062991730537925
38044.22029731109,32532.017380447898,35135.60698856041,0.472331960085774
43162.32655097748,38423.82078942033,41789.5504495021,0.7102934615775871
65541.17153241744,12115.704929525338,22865.65025939457,0.20121387820106187
86881.57254348016,16619.794331792727,71983.55579753588,0.7879641374708886
45935.79132555368,9096.548648633232,31645.19949821086,0.6120823668208634
25536.116732184455,16001.795598109356,20617.032648913497,0.48406561787703567
24429.573936760535,4975.659748452774,18527.59128673101,0.6966172158003684
74855.4137441012,61720.1577897123,71067.82065081694,0.7116467995419076
81840.30757896713,60654.37162138173,71443.69344373957,0.5092681222089145
11422.529905558371,9101.900510611506,10867.61865776092,0.7608789886891197
7589.326838562638,4152.511167950072,5991.615023748385,0.5351185609179084
59848.93271188873,56687.450533719166,58351.44065510246,0.5263322794837676
15471.15117507713,2128.0388589578697,13693.2388045511,0.86675429776768
82641.75485517779,36451.23016742219,74568.74309460004,0.8252236402346435
31723.132718483368,11907.156321776572,28904.58633243813,0.8577639410938314
15243.321364143121,13815.764104310227,14347.647714146551,0.3725830303287352
92176.07677625757,54414.47067737046,81309.94161951513,0.712243829664261
17387.640550792537,13653.858969161149,16188.62535959117,0.6788737731473069
29187.28815145562,7144.756693013543,18294.518284022066,0.5058294512147911
16207.726124013805,15102.991665356356,15623.168267538298,0.4708612084157289
12433.516302870143,6513.218125328092,8539.138187819148,0.34219899095220296
3093.6536173075633,1607.5282055714122,2494.415619219054,0.5967783113348046
6484.145507261751,5999.468723794732,6314.8112814938895,0.6506244335522531
18289.505622649416,7747.846224289669,13943.027664251287,0.5876856010853064
6284.811330090363,2752.0954445790553,4770.735600905404,0.5714131058785048
59523.23779498615,35537.741832769854,46421.331636105526,0.4537571297454219
68390.73815315113,14283.04448944608,39079.75078362212,0.45828429591353004
39969.415226370795,14905.505539120659,27196.607331091516,0.49039044368338397
32481.11859825289,8582.390930008596,20706.440377555507,0.5073094106033468
50948.09746520078,9567.59199259742,34378.094186086804,0.5995698194144967
87625.48928122624,73274.44210846574,84056.97756403008,0.7513413708255731
85262.03105539839,51236.6394655736,68136.33679678629,0.49667899593744896
5304.0311392664025,2147.4530207375406,4536.878516692799,0.7569670086507667
18968.342550055884,8485.847883673972,17194.300130086478,0.8307614287981576
24437.742239335206,11407.321879896885,16670.281117416445,0.4038978860499649
25689.37000738897,16394.360069231378,19401.321292911263,0.3235027443419721
57552.0325225345,51092.04608813789,55071.41294916118,0.616002355645036
42209.980144616035,37687.715855731774,40051.11515024286,0.5226141471475544
5876.1578728318045,2543.0141633023536,4946.961789036888,0.7212253161667327
37987.79970749759,14430.542882188132,30664.298277439957,0.6891190903777301
52851.54192304608,25547.881754021197,45131.55057203845,0.7172543423403099
11065.51838746788,6448.365507973857,9269.168618736861,0.6109399416447576
83512.39682506741,41133.63226213468,70204.45118700484,0.6859760831795796
6144.2247800453215,4054.8221488593877,4829.776364885837,0.3708975017355032
92559.34503278814,52873.52342049989,75360.09296951,0.5666146909768753
10812.201016407675,4028.7149175926847,7939.3926974370825,0.5764997116346351
84513.92020817753,33287.59789279,63400.758136055825,0.5878454451183652
90362.66124883409,38115.320166368416,52941.52587862879,0.28376957382116574
97977.49737807267,17679.43223649577,53008.179842958365,0.43997009821062305
80400.56214708576,19388.855862760633,53373.884178329405,0.5570247151783078
78168.27653636156,55862.70335899248,67658.17538164758,0.5288127737790045
64605.84432355922,27827.81776804961,45159.75121167934,0.47125784243671653
78120.63910323477,22057.99731193078,50770.97280900476,0.512158802718564
14320.668632901561,8281.235232900854,10722.824086368066,0.40427448930340487
54070.73555881609,40131.76554039475,48646.57953861844,0.6108639294704526
51908.06414885103,16548.75843816157,41017.8374988726,0.6920124297947907
85899.6422681332,68957.7760517508,80027.97661747315,0.6534227353901377
46817.13719375807,41591.36764117758,43116.36966622737,0.2918234357075206
39123.86011393499,23778.90900146126,36558.07412173959,0.8327928206881217
64316.7638524739,43002.542706320055,60682.90050636862,0.8295099163517401
27379.86843258376,3961.581986352721,20572.620936230152,0.7093191463011944
14837.07268444173,13408.142513970004,14357.373469148702,0.664294851346958
48309.85012835084,20947.731899339364,40706.43797621708,0.7221190227855963
42272.047490893616,37424.0921164946,39200.47075310895,0.3664181081358588
24024.424112358494,14225.60377644071,21509.98445692305,0.7433936362504056
37383.66920139767,3885.1344209965114,27264.470431049052,0.6979211527702694
37272.8525327985,4948.3699718162425,28519.12844985696,0.7291921358237656
33422.060876842,22672.055020805215,27755.107828119246,0.4728418640311331
38566.94389296597,22302.022251145943,33344.8730101089,0.6789366098493713
68888.59120013859,8442.474007211571,31881.85548543786,0.3877731534585484
30390.770982557246,22244.250302034565,28518.028986802565,0.7701175668488546
94936.9347448187,78258.74979415454,81659.298730855,0.20389202702570047
91718.45393427962,47872.89278941661,74380.32954576467,0.6045637474856151
48610.13240170778,24105.464456590453,44090.170214035534,0.815546890992544
33507.75929546419,3506.6588009607085,16144.217016452163,0.4212364882350495
54008.04419317031,41513.4049906812,51646.410677621025,0.8109882584621717
85007.48838858883,32397.089712122306,64416.45310160116,0.6086128255059514
65606.1467154501,55565.06539405031,62007.508451407055,0.6416084932632166
80634.79096676066,33632.892218004505,70471.05321029606,0.7837589964015321
53739.50533050828,31185.906814968417,36537.96241993046,0.2373038431660638
63658.84529749445,20994.0836913141,47969.62884559714,0.6322675702089332
29527.40580406371,6983.233412528388,18616.239062998917,0.5160094346527612
73754.42306871878,55955.39485036015,68620.40999810837,0.7115565519855191
21038.054719446118,10984.00848900003,14102.184721989794,0.31014142580199905
69785.01475303133,38801.496498096,54191.88422566338,0.496728215334805
86211.18776426351,79366.32640722132,83146.22728547094,0.5522246077870898
14078.18089285285,12938.452551920622,13385.313264981676,0.39207651245695113
61823.59431365006,51146.400129695154,57114.50273476976,0.558957953021323
10414.479074763525,2702.223003149085,6933.279423119962,0.5486146181716671
72845.84719887126,44081.33792090838,63259.85338925781,0.6667423136970572
9364.828663528504,7926.628013588077,8708.011309727588,0.5433061764864849
93658.04244736198,39176.629611435936,62424.43265654027,0.42671072270310706
14603.385073742415,2715.35694068823,8371.142665114872,0.4757547392322329
95929.14434499896,75718.64514580072,83379.40472499157,0.37904850858383343
80287.53343242456,40906.419494279304,57739.25122607993,0.4274341187565047
59774.51844216906,34653.30742285861,49838.477909394685,0.6044760531195478
78479.78635832515,73364.68200169373,76177.29841089413,0.5498649124438725
79716.3690593255,49115.62382269301,66550.11285324392,0.5697406679390241
94656.6792189157,43658.73469799238,87265.35474662972,0.8550662278309376
26084.952030079534,10811.86601710539,19393.310655986585,0.5618671060708654
59417.51364047261,27033.566379174095,43935.54145474662,0.5219244874380022
10409.87055887572,2088.6283165401483,5328.081960181013,0.3892992836045149
62000.40430238801,48083.66798046118,60701.276280181664,0.9066499506669915
17957.839105186093,14582.830782289757,17397.172136637862,0.8338768634303446
56930.110535771746,19455.157314799955,39687.913222585645,0.5399007648784202
57670.62088935112,20659.180755553854,44074.650171739646,0.6326549124146019
47132.53014514151,39741.400854100044,44569.36293295759,0.6532103402262711
52740.54577579915,6348.632765616584,23125.831670252865,0.3616405924229477
76628.4156106522,41562.39647342007,69038.64494876354,0.7835576763879064
80125.2269346946,39591.826276987136,54520.09537362977,0.3682955008563785
49723.16834196748,34140.312944087505,43069.70655158249,0.5730267899880412
60359.75071073862,14418.915016914965,38740.4865024391,0.5294107327001445
93192.38733332008,62260.0754068367,74182.26786414228,0.3854284311383182
12853.625261611158,5401.400622610365,11175.417057516817,0.774804399304936
12593.25302411094,7882.2122909710215,11318.640413128349,0.7294413945487034
9683.192179166072,1298.32975103671,3542.917805068987,0.2676952750592758
66128.46521901226,32566.16078663589,47946.63236418037,0.45826625548117844
42442.22177824757,23084.887204169467,37826.65912129913,0.7615600102749035
77657.82019804248,21913.28508791915,64280.15865445553,0.7600184212289263
67451.90991755067,14750.39081419697,44966.107463088905,0.5733367303822013
34030.138074495575,8854.749379202052,19770.90021265963,0.43360406330085105
89938.28818879204,35302.56935687274,78145.5430861972,0.7841568601142797
76490.68255999457,13943.38149521087,63948.87052842237,0.7994827623564132
27782.959150107396,25149.74102382787,26460.242476211384,0.4976805526685023
37055.00975943335,16461.501041997384,22614.826039837262,0.2987992518550287
32129.558040222026,25306.016231060745,28278.400754103517,0.4356072852154362
16603.553213874966,15412.323894028881,16136.652069608346,0.6080509969927985
15630.553881676973,2635.7019607675243,4731.690338125796,0.16129374848709963
93676.61887419866,61256.92541016338,84018.32309095669,0.7020855303904595
44352.49968267657,37287.04552496315,41058.52382838223,0.5337913486144028
38948.662454963574,24892.06169849859,29407.170283572443,0.3212091360706279
73238.88515906042,34032.074123388804,55519.79120951791,0.5480608220489775
55746.31346003709,26000.911440384934,32744.25373398482,0.2267020055450823
93677.85869700776,12226.27702486153,75712.43882797372,0.7794343645609324
78249.84789702983,43382.5481426231,70072.28703028013,0.7654661839503024
48457.5868483295,45768.75033102893,47310.69485523202,0.5734616122184728
38259.58787460179,35003.75039803067,37123.98630587747,0.6512106095909078
98676.52294750788,13256.139411870325,51396.371826452014,0.4465003648534253
72058.2633643607,50435.556750349824,63540.37175848627,0.6060672811258934
95168.27134038028,33927.501741624146,69823.39548086927,0.5861437401004543
12729.379144487095,11043.255516954923,12107.027077531418,0.6308977249393287
85202.83423988748,11787.601994364732,46759.313908825185,0.47635498580872787
64070.31451512955,57374.51730456516,62248.19492952355,0.7278711513647519
13070.246155176146,10611.136617768769,11986.052591479393,0.5591113176520753
59237.541996952845,11840.324361432595,44615.98047050656,0.6915101295843018
68923.54014543943,10397.163362092646,50465.993844738936,0.6846285843214466
2217.965902971681,1795.4467579595018,2149.631930889804,0.83827011654133
45977.47822233291,10684.891008649056,31218.55962885081,0.5818125062885817
82714.5516084358,45878.73690848626,64569.83203292435,0.5074163630338736
30240.543509064897,26562.78323610752,28964.04368429831,0.6529138035035322
46396.26009805656,27017.975737933702,38641.162841334364,0.5998047550235747
44789.09857972142,19601.87313196448,40430.47904439209,0.8269511842672018
30890.81175280667,14773.952276131322,20224.88936901097,0.33821335358593624
91925.74765603986,14124.35390645814,69431.0675079134,0.7108704733422928
78348.10950772007,72349.7369666841,75644.02810971302,0.5491974899011468
11948.252688614939,4349.833765667344,6153.819245983481,0.23741590173029464
99706.43112591973,26019.287361798586,69871.45111522026,0.5951128176958006
88040.80240646678,30210.3391238449,65671.59133263455,0.6131932928755525
29106.935348539857,26770.149535089422,28765.394920058483,0.8538417913548254
83852.76138643289,15105.500192061845,69930.59563944826,0.7974877034356017
11535.533655266903,9657.636266590876,11124.986344861642,0.7813792633820588
99911.36831694962,70104.54106947494,92496.63500785924,0.7512404373827283
66902.78887454716,53891.2871067909,58178.05367224102,0.329459784271262
65362.3765403209,60755.172777586624,62293.934739981734,0.33399042925808975
9953.631971429142,8120.486075577451,8709.428701389998,0.3212742789023462
89806.3064907659,80994.06253938908,86561.92004186969,0.6318319752837391
3870.950817242473,804.7511973341873,3061.379338554141,0.7359690890860695
24841.977746073557,19287.815327096378,22324.565290650393,0.5467520995025644
15159.165641496866,8547.106562296054,11689.455030604207,0.47524506824097573
77900.02612852964,43777.57551169559,61648.6721106919,0.5237342651520971
20622.21849407689,17819.31543194109,18804.674272469485,0.351549382438348
91153.18448595764,84410.87929906829,90238.51845414168,0.8643392717383129
65970.63489342152,46120.900407459354,55938.37839973855,0.4945898898155116
4580.108338974926,2338.1344570037045,4048.5493182322284,0.7629057925173811
